store_name,license_id,square_feet,buffer_size,address,zip_code,census_tract,census_block,latitude,longitude
SUPERMERCADO EL CUBANO INC,57265,2750,B,4939 S ASHLAND AVE,60609,17031611200,170316112002009,41.8037823230,-87.6646953279
SUPERMERCADO EL GUERO #10 INC,39978,10001,A,4023 S ARCHER AVE,60632,17031580600,170315806002005,41.8205830407,-87.6934261660
SUPERMERCADO EL GUERO NO. 8,20973,14000,A,2101 W CERMAK RD,60608,17031841300,170318413001000,41.8520256918,-87.6784122433
SUPER MERCADO EL GUERRO,7546,9375,B,1701 W 47TH ST,60609,17031611300,170316113003000,41.8084712383,-87.6674545133
SUPERMERCADO EL MEXICANO,1840895,4387,B,6701 N CLARK ST,60626,17031830600,170318306002009,42.0035849743,-87.6723519319
SUPERMERCADO GELA'S,67273,3125,B,2701 S LAWNDALE AVE,60623,17031301701,170313017012003,41.8424245295,-87.7170303155
SUPERMERCADO GUADALAJARA #2,3991,6000,B,2300 S KEDZIE AVE,60623,17031300800,170313008001012,41.8498575327,-87.7053434771
SUPERMERCADO GUERRERO,2042000,3800,B,3100 W CERMAK RD,60623,17031841700,170318417001009,41.8519083675,-87.7028759890
SUPER MERCADO LA CHIQUITA,6054,9500,B,3555 W 26TH ST,60623,17031301600,170313016001005,41.8442791237,-87.7145537663
SUPERMERCADO LA CHIQUTIA # 4,49303,10001,A,2623 S PULASKI RD,60623,17031301701,170313017013005,41.8435348913,-87.7243821794
SUPERMERCADO LA VILLA,1800261,9000,B,5020 W FULLERTON AVE,60639,17031190800,170311908003018,41.9242727136,-87.7521150377
Supermercado Santos,1091886,4000,B,4045 W 31ST ST,60623,17031830500,170318305001001,41.8367499608,-87.7261326568
SUPERMERCADO TEPECOA GUERRERO,1493584,3500,B,3629 W 63RD ST,60629,17031650302,170316503021002,41.7786847162,-87.7142516633
"SWEQI FOOD MART, INC.",2055024,2600,B,4100 W NORTH AVE,60639,17031230500,170312306001001,41.9099608832,-87.7288749604
"SZYMANSKI BROS, INC",18082,3000,B,6016 W IRVING RD,60634,17031150502,170311505022015,41.9531497374,-87.7775174877
TAI NAM CORPORATION,34508,10001,A,4925 N BROADWAY,60640,17031031200,170310312002004,41.9722135570,-87.6596091001
TAI WAH GROCERY,28038,3200,B,2226 S WENTWORTH AVE,60616,17031841100,170318411004018,41.8521271977,-87.6321439957
THE CELLAR,1574603,5000,B,3106 N HARLEM AVE,60634,17031170900,170311709001018,41.9366131328,-87.8068475211
THE FISH KEG INC,4908,4000,B,2233 W HOWARD ST,60645,17031020100,170310201002001,42.0193947424,-87.6860204976
THE MARKET PLACE FOODSTORE,10794,16900,A,521 W DIVERSEY PKWY,60614,17031070102,170310701022000,41.9327439571,-87.6422188452
THE NEIGHBORHOOD STORE,47617,4200,B,8313 S RACINE AVE,60620,17031711000,170317110001007,41.7427877337,-87.6533842508
THE PRODUCE CENTER,44723,12000,A,5820 N MILWAUKEE AVE,60646,17031100100,170311001002047,41.9872696368,-87.7785157048
The Unit,2021618,3500,B,2523 E 75TH ST,60649,17031431302,170314313022003,41.7589223174,-87.5628760391
THE WAREHOUSE,1843355,6000,B,538 W 119TH ST,60628,17031530200,170315302003018,41.6779860017,-87.6362008551
THREE BROTHER,6321,10001,A,900 N FRANCISCO AVE,60622,17031242700,170312427001004,41.8981068159,-87.6993783779
THREE R FOOD,1943396,3000,B,2712 W MONTROSE AVE,60618,17031140800,170311408002016,41.9613709450,-87.6966693474
"THREE ROOSTERS, INC.",1980803,4830,B,12247 S HALSTED ST,60628,17031530501,170315305012020,41.6709717654,-87.6415330496
Three Stars Liquors,1488855,4600,B,310 N KOSTNER AVE,60624,17031260400,170312604001012,41.8858229904,-87.7357878114
THRIFTY FOOD,1045545,4000,B,928 W WILSON AVE,60640,17031031501,170310315013003,41.9655577007,-87.6535592790
TIERRA CALIENTE MARKET,1769425,3125,B,1402 N ASHLAND AVE,60622,17031241500,170312415002014,41.9071018181,-87.6677396553
"TONY'S FINER FOODS ENTERPRISES, INC.",1717529,31000,A,4137 N ELSTON AVE,60618,17031160400,170311604001027,41.9561262015,-87.7224828263
"TONY'S FINER FOODS ENTERPRISES, INC.",1717532,33000,A,4608 W BELMONT AVE,60641,17031151002,170311510024000,41.9389938243,-87.7426989895
"TONY'S FINER FOODS ENTERPRISES, INC.",1717867,21000,A,3607 W FULLERTON AVE,60647,17031220902,170312209022000,41.9244900940,-87.7172881310
"TONY'S FINER FOODS ENTERPRISES, INC.",1717568,35000,A,2500 N CENTRAL AVE,60639,17031190602,170311906022019,41.9258928802,-87.7662048258
TRADER JOE'S,1991799,15000,A,3745 N LINCOLN AVE,60613,17031050600,170310506002002,41.9499611711,-87.6756711293
TRADER JOE'S EAST,1592120,10615,A,44 E ONTARIO ST,60611,17031081500,170310815002008,41.8934080204,-87.6264377426
TRADER JOE'S EAST,1277005,11600,A,1840 N CLYBOURN AVE,60614,17031832600,170318326002019,41.9144237141,-87.6546278430
TRATTORIA ISABELLA,1842843,3365,B,217 N JEFFERSON ST,60661,17031280100,170312801001026,41.8862936679,-87.6426439206
TREASURE ISLAND FOODS,1311,10001,A,3460 N BROADWAY,60657,17031062000,170310620002000,41.9448282656,-87.6458934884
TREASURE ISLAND FOODS,1319,10001,A,680 N LAKE SHORE DR,60611,17031081401,170310814012011,41.8947983703,-87.6158666457
TREASURE ISLAND FOODS,1315,10001,A,2121 N CLYBOURN AVE,60614,17031832500,170318325002021,41.9198996840,-87.6618055364
TREASURE ISLAND FOODS,1307,10001,A,1639 N WELLS ST,60614,17031071500,170310715005003,41.9123117952,-87.6345988555
TREASURE ISLAND FOODS INC,1303,10001,A,75 W ELM ST,60610,17031081000,170310810001000,41.9030261368,-87.6313487722
TWO BLUE FOODS INC,66710,3000,B,702 E 100TH PL,60628,17031500100,170315001004015,41.7124037870,-87.6051275894
T & Z MEAT,1974575,3000,B,3021 N CICERO AVE,60641,17031190100,170311901001017,41.9358159257,-87.7466186972
ULTRA FOODS,1741082,87600,A,3250 W 87TH ST,60652,17031700402,170317004023025,41.7352740895,-87.7035112835
VIET HOA PLAZA,10540,6174,B,1051 W ARGYLE ST,60640,17031031200,170310312002000,41.9731740098,-87.6569923349
WALGREENS #05034,18768,,A,6315 S KEDZIE AVE,60629,17031660600,170317000000000,41.77842134,-87.70297606
WALGREENS # 05192,1144217,,A,2924 E 92ND ST,60617,17031461000,170315000000000,41.72833654,-87.55286024
WALGREENS # 06297,1248924,,A,6016 W 63RD ST,60638,17031640300,170316000000000,41.77795816,-87.7722942
WALGREENS #11410,1959845,,A,1627 N PULASKI RD,60639,17031230400,170312000000000,41.91071448,-87.72621042
WALGREENS #162,18419,,A,1554 E 55TH ST,60615,17031410800,170314000000000,41.79529732,-87.58782256
WALGREENS #2073,18619,,A,5401 S WENTWORTH AVE,60609,17031835600,170318000000000,41.79623488,-87.63040492
WALGREENS #226,18468,,A,4005 W 26TH ST,60623,17031301802,170313000000000,41.84414469,-87.72477825
WALGREENS #232,18449,,A,3405 S DR MARTIN LUTHER KING JR DR,60616,17031351000,170314000000000,41.8326245,-87.6168411
WALGREENS #2923,18551,,A,6330 S DR MARTIN LUTHER KING JR DR,60637,17031842500,170318000000000,41.77929761,-87.61574988
WALLY'S INTERNATIONAL MARKET,32288,10001,A,3256 N MILWAUKEE AVE,60618,17031831100,170318311003024,41.9401778125,-87.7258584348
WALLY'S MARKET INC,72825,33000,A,6601 W IRVING PARK RD,60634,17031170300,170311703001003,41.9527216579,-87.7913622126
WALMART,,,A,10900 S DOTY AVE W,60628,17031500200,170315000000000,41.69631368,-87.59663224
WALMART,2164075,,A,1424 W 47TH ST,60609,17031842600,170318000000000,41.80876829,-87.66098821
WASHINGTON GROCERY,6249,4200,B,4139 W FIFTH AVE,60624,17031261000,170312610002013,41.8718636117,-87.7290573726
"WAY LOW DISCOUNT FOOD, INC.",41036,2500,B,1551 S KEDZIE AVE,60623,17031843100,170318431001029,41.8598459614,-87.7053385540
WEST HAVEN MARKET & GRILL,17558,3200,B,2132 W WASHINGTON BLVD,60612,17031837800,170318378002019,41.8831944724,-87.6804664902
WEST LAWN FOODS,1591726,17000,A,5838 S PULASKI RD,60629,17031620300,170316203002019,41.7866084095,-87.7231300289
WHOLE FOODS MARKET,54059,4501,B,3300 N ASHLAND AVE,60657,17031062500,170310625001000,41.9415658578,-87.6688604029
WHOLE FOODS MARKET,1678043,11310,A,1101 S CANAL ST,60607,17031841900,170318419002074,41.8688897111,-87.6390989281
WHOLE FOODS MARKET,1678035,6335,B,6020 N CICERO AVE,60646,17031120200,170311202004001,41.9904947718,-87.7484774142
WHOLE FOODS MARKET,1933690,74883,A,1550 N KINGSBURY ST,60642,17031842200,170318422001017,41.9093987878,-87.6530506979
WHOLE FOODS MARKET,76395,30591,A,30 W HURON ST,60610,17031081600,170310816002002,41.8949686732,-87.6293991787
WHOLE FOODS MARKET,1678048,19740,A,3640 N HALSTED ST,60613,17031061000,170310610001009,41.9485198030,-87.6496701249
WILLIAM'S PRODUCE,2079521,6375,B,6309 W GRAND AVE,60639,17031191301,170311913013002,41.9218942299,-87.7833975200
WINDY CITY INC,24289,4225,B,324 S CICERO AVE,60644,17031252202,170312522025003,41.8759443554,-87.7452502275
W K R B FOOD & LIQUOR,25165,4340,B,9361 S COTTAGE GROVE AVE,60619,17031440800,170314408002017,41.7238602893,-87.6043647208
WORLD FRESH MARKET,1492163,5500,B,2434 W DEVON AVE,60659,17031020602,170310206022013,41.9978179260,-87.6912518856
W & R FOOD & LIQUOR INC,19348,2700,B,1717 E 79TH ST,60649,17031460500,170314605007008,41.7514187003,-87.5822058165
ZEE DOLLAR AND FOOD,2014197,3000,B,375 E 75TH ST,60619,17031691300,170316913001000,41.7582933150,-87.6153541087
ZIAD CERTIFIED FOODS,9046,2500,B,513 E 47TH ST,60653,17031381200,170313812002015,41.8093228701,-87.6133355212
Z & S FOOD & LIQUOR,7382,6000,B,1351 W 87TH ST,60620,17031711400,170317114001000,41.7357569772,-87.6578282347
